"Region","Year","Age Range","Illicit Drug Use","Measure Type","Variable","Value"
"Northeast","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.348303571428571"
"Northeast","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.67"
"Northeast","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.516160714285714"
"Northeast","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.73"
"Northeast","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.327321428571428"
"Northeast","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.08"
"Northeast","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.402857142857143"
"Northeast","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.95"
"Northeast","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.474196428571428"
"Northeast","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","23.25"
"Northeast","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.767946428571428"
"Northeast","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","8.82"
"Northeast","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.516160714285714"
"Northeast","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.93"
"Northeast","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.155267857142857"
"Northeast","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.67"
"Northeast","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.17625"
"Northeast","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.59"
"Northeast","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.360892857142857"
"Northeast","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.44"
"Northeast","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.235"
"Northeast","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.25"
"Northeast","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.163660714285714"
"Northeast","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.65"
"Northeast","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.188839285714286"
"Northeast","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.21"
"Northeast","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.398660714285714"
"Northeast","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.57"
"Northeast","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.251785714285714"
"Northeast","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.38"
"Northeast","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.209821428571429"
"Northeast","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.27"
"Northeast","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.289553571428571"
"Northeast","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.92"
"Northeast","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.486785714285714"
"Northeast","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.14"
"Northeast","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.306339285714286"
"Northeast","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.03"
"Northeast","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.398660714285714"
"Northeast","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.72"
"Northeast","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.465803571428571"
"Northeast","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","22.34"
"Northeast","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.847678571428571"
"Northeast","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.97"
"Northeast","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.440625"
"Northeast","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.95"
"Northeast","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.159464285714286"
"Northeast","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.67"
"Northeast","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.180446428571429"
"Northeast","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.4"
"Northeast","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.360892857142857"
"Northeast","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.45"
"Northeast","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.251785714285714"
"Northeast","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.27"
"Northeast","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.163660714285714"
"Northeast","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.66"
"Northeast","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.184642857142857"
"Northeast","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.08"
"Northeast","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.398660714285714"
"Northeast","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.69"
"Northeast","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.276964285714286"
"Northeast","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.54"
"Northeast","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.226607142857143"
"Northeast","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.46"
"Northeast","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.318928571428571"
"Northeast","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.39"
"Northeast","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.486785714285714"
"Northeast","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.06"
"Northeast","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.29375"
"Northeast","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.51"
"Northeast","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.432232142857143"
"Northeast","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.84"
"Northeast","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.482589285714286"
"Northeast","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","24.14"
"Northeast","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.864464285714287"
"Northeast","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","8.71"
"Northeast","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.499375"
"Northeast","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.12"
"Northeast","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.167857142857143"
"Northeast","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.81"
"Northeast","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.197232142857143"
"Northeast","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.12"
"Northeast","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.386071428571429"
"Northeast","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.56"
"Northeast","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.251785714285714"
"Northeast","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.38"
"Northeast","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.163660714285714"
"Northeast","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.80"
"Northeast","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.197232142857143"
"Northeast","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.60"
"Northeast","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.423839285714286"
"Northeast","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.69"
"Northeast","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.268571428571428"
"Northeast","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.21"
"Northeast","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.209821428571429"
"Northeast","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.34"
"Northeast","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.314732142857143"
"Northeast","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.25"
"Northeast","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.478392857142857"
"Northeast","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.61"
"Northeast","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.302142857142857"
"Northeast","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.68"
"Northeast","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.398660714285714"
"Northeast","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.03"
"Northeast","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.486785714285715"
"Northeast","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","23.88"
"Northeast","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.767946428571428"
"Northeast","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.45"
"Northeast","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.453214285714286"
"Northeast","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.88"
"Northeast","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.146875"
"Northeast","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.57"
"Northeast","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.180446428571429"
"Northeast","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.36"
"Northeast","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.407053571428571"
"Northeast","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.29"
"Northeast","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.239196428571429"
"Northeast","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.24"
"Northeast","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.146875"
"Northeast","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.65"
"Northeast","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.188839285714286"
"Northeast","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.92"
"Northeast","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.436428571428571"
"Northeast","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.60"
"Northeast","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.255982142857143"
"Northeast","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.84865678"
"Northeast","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.200614040446429"
"Northeast","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.40121514"
"Northeast","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.303349519196429"
"Northeast","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.31461399"
"Northeast","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.492344567946429"
"Northeast","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.82515681"
"Northeast","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.279258074553571"
"Northeast","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.67367865"
"Northeast","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.418272576339286"
"Northeast","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","7.79924512"
"Northeast","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.489438100535715"
"Northeast","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","24.02929694"
"Northeast","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.773541006428571"
"Northeast","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","6.93633533"
"Northeast","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.460251688035714"
"Northeast","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.09389684"
"Northeast","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.157284048035714"
"Northeast","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.74986665"
"Northeast","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.181790452321429"
"Northeast","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.15636626"
"Northeast","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.404391315178571"
"Northeast","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.18396096"
"Northeast","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.225109110178571"
"Northeast","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.49914957"
"Northeast","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.164921476696429"
"Northeast","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.91099078"
"Northeast","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.189614168839286"
"Northeast","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.85142975"
"Northeast","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.440424100178571"
"Northeast","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.56025544"
"Northeast","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.246654455714286"
"Northwestern Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","3.31"
"Northwestern Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.30508928571429"
"Northwestern Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","5.74"
"Northwestern Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.86321428571429"
"Northwestern Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","11.04"
"Northwestern Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.62696428571429"
"Northwestern Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.87"
"Northwestern Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.56526785714286"
"Northwestern Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","10.01"
"Northwestern Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","3.30258928571429"
"Northwestern Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","13.68"
"Northwestern Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","3.68446428571429"
"Northwestern Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","*"
"Northwestern Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","12.06"
"Northwestern Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","3.29"
"Northwestern Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.22"
"Northwestern Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.692410714285714"
"Northwestern Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.99"
"Northwestern Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.885446428571429"
"Northwestern Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.58"
"Northwestern Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.91776785714286"
"Northwestern Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.67"
"Northwestern Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.09946428571429"
"Northwestern Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.14"
"Northwestern Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.5875"
"Northwestern Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.51"
"Northwestern Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.784732142857143"
"Northwestern Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.03"
"Northwestern Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.91776785714286"
"Northwestern Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.51"
"Northwestern Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.09107142857143"
"Northwestern Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.85"
"Northwestern Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.981964285714286"
"Northwestern Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.95"
"Northwestern Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.37642857142857"
"Northwestern Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.09"
"Northwestern Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.32482142857143"
"Northwestern Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.30"
"Northwestern Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.21696428571429"
"Northwestern Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","7.23"
"Northwestern Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.48008928571429"
"Northwestern Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","10.46"
"Northwestern Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.95848214285714"
"Northwestern Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","21.85"
"Northwestern Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.20901785714286"
"Northwestern Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.80"
"Northwestern Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.29125"
"Northwestern Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.91"
"Northwestern Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.667232142857143"
"Northwestern Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.76"
"Northwestern Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.872857142857143"
"Northwestern Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.59"
"Northwestern Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.69116071428571"
"Northwestern Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.12"
"Northwestern Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.986160714285714"
"Northwestern Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.14"
"Northwestern Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.566517857142857"
"Northwestern Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.65"
"Northwestern Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.751160714285714"
"Northwestern Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","5.54"
"Northwestern Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.61982142857143"
"Northwestern Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.45"
"Northwestern Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.977767857142857"
"Northwestern Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","3.24"
"Northwestern Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.498125"
"Northwestern Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","5.30"
"Northwestern Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.83803571428571"
"Northwestern Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","11.66"
"Northwestern Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.66892857142857"
"Northwestern Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.76"
"Northwestern Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.35964285714286"
"Northwestern Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.22"
"Northwestern Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.85901785714286"
"Northwestern Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","9.42"
"Northwestern Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.55142857142857"
"Northwestern Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","25.81"
"Northwestern Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.76714285714286"
"Northwestern Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","9.40"
"Northwestern Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.45910714285714"
"Northwestern Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.11"
"Northwestern Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.793125"
"Northwestern Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.96"
"Northwestern Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.99875"
"Northwestern Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.68"
"Northwestern Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.29125"
